AAL,20140724,42.5,43.95,41.7,42.16,18018000
AAME,20140724,3.93,4.07,3.93,4.04,10300
AAOI,20140724,21.57,21.95,21.18,21.3,140600
AAON,20140724,21.23,21.34,20.63,20.68,92900
AAPL,20140724,97.04,97.32,96.42,97.03,45728800
AAWW,20140724,36.06,36.07,35.65,35.81,302600
AAXJ,20140724,65.11,65.23,65.01,65.14,565700
ABAX,20140724,41.91,43.34,41.76,42.08,266600
ABCB,20140724,21.29,21.53,21.02,21.06,48300
ABCD,20140724,1.93,2,1.85,1.91,9700
ABCO,20140724,50.34,51.92,50.34,51.74,320400
ABDC,20140724,13.91,13.91,13.61,13.79,36600
ABGB,20140724,26.02,26.12,25.8,25.92,11200
ABIO,20140724,1.46,1.46,1.42,1.44,44500
ABMD,20140724,25.8,26.31,25.59,26.25,235100
ABTL,20140724,12.21,12.21,11.91,12.02,119900
ABY,20140724,39.54,40.54,39.54,40.07,300700
ACAD,20140724,20.77,21.3,20.37,20.83,1088300
ACAS,20140724,15.1,15.53,15.1,15.52,3302000
ACAT,20140724,38.31,38.9,37.86,37.96,190300
ACET,20140724,17.76,18.12,17.76,17.9,115700
ACFC,20140724,4.07,4.15,4,4.08,12300
ACGL,20140724,55.68,55.94,55.34,55.45,345100
ACHC,20140724,47.5,47.71,47.06,47.27,210900
ACHN,20140724,6.91,7.4,6.91,7.3,3115500
ACIW,20140724,17.69,18.02,17.58,17.79,403300
ACLS,20140724,1.76,1.77,1.74,1.76,418900
ACNB,20140724,19.58,19.58,19.25,19.48,1800
ACOR,20140724,30.35,30.67,29.44,29.56,436100
ACPW,20140724,2.65,2.69,2.65,2.68,28800
ACRX,20140724,10.8,10.86,10.1,10.22,1777000
ACSF,20140724,14.07,14.13,14.05,14.05,22200
ACST,20140724,1.01,1.04,1,1.03,197500
ACTG,20140724,15.05,15.13,14.83,14.98,496300
ACTS,20140724,2.12,2.15,2.08,2.12,32800
